Request id,Pickup point,Driver ID,Status,Pickup Date,Pickup Time,Drop Date,Drop Time,Day Of Week,Hour_of_Pickup,Time_slots,Ride_Sucess,Car_Avaibility
3552,Airport,277,Cancelled,07/13/2016,6:01:33 PM,NA,NA,Wednesday,18,Evening,Cancelled,Availaible
3553,Airport,0,No Cars Available,07/13/2016,6:08:59 PM,NA,NA,Wednesday,18,Evening,Not Availaible,No Car Availaible
3554,Airport,0,No Cars Available,07/13/2016,6:14:43 PM,NA,NA,Wednesday,18,Evening,Not Availaible,No Car Availaible
3555,Airport,48,Trip Completed,07/13/2016,6:08:02 PM,07/13/2016,7:07:06 PM,Wednesday,18,Evening,Full_Filled,Availaible
3556,Airport,0,No Cars Available,07/13/2016,6:15:20 PM,NA,NA,Wednesday,18,Evening,Not Availaible,No Car Availaible
3557,Airport,0,No Cars Available,07/13/2016,6:10:22 PM,NA,NA,Wednesday,18,Evening,Not Availaible,No Car Availaible
3558,Airport,95,Trip Completed,07/13/2016,6:14:56 PM,07/13/2016,6:51:02 PM,Wednesday,18,Evening,Full_Filled,Availaible
3559,City,298,Trip Completed,07/13/2016,6:16:19 PM,07/13/2016,7:25:21 PM,Wednesday,18,Evening,Full_Filled,Availaible
3560,Airport,0,No Cars Available,07/13/2016,6:10:52 PM,NA,NA,Wednesday,18,Evening,Not Availaible,No Car Availaible
3561,City,65,Trip Completed,07/13/2016,6:14:33 PM,07/13/2016,6:55:14 PM,Wednesday,18,Evening,Full_Filled,Availaible
3562,Airport,0,No Cars Available,07/13/2016,6:09:10 PM,NA,NA,Wednesday,18,Evening,Not Availaible,No Car Availaible
3563,Airport,0,No Cars Available,07/13/2016,6:16:36 PM,NA,NA,Wednesday,18,Evening,Not Availaible,No Car Availaible
3564,Airport,158,Cancelled,07/13/2016,6:18:26 PM,NA,NA,Wednesday,18,Evening,Cancelled,Availaible
3565,City,43,Trip Completed,07/13/2016,6:13:09 PM,07/13/2016,6:50:29 PM,Wednesday,18,Evening,Full_Filled,Availaible
3566,Airport,0,No Cars Available,07/13/2016,6:13:03 PM,NA,NA,Wednesday,18,Evening,Not Availaible,No Car Availaible
3567,Airport,0,No Cars Available,07/13/2016,6:14:21 PM,NA,NA,Wednesday,18,Evening,Not Availaible,No Car Availaible
3568,Airport,0,No Cars Available,07/13/2016,6:22:52 PM,NA,NA,Wednesday,18,Evening,Not Availaible,No Car Availaible
3569,Airport,0,No Cars Available,07/13/2016,6:19:52 PM,NA,NA,Wednesday,18,Evening,Not Availaible,No Car Availaible
3570,Airport,0,No Cars Available,07/13/2016,6:24:42 PM,NA,NA,Wednesday,18,Evening,Not Availaible,No Car Availaible
3571,Airport,0,No Cars Available,07/13/2016,6:22:09 PM,NA,NA,Wednesday,18,Evening,Not Availaible,No Car Availaible
3572,City,35,Trip Completed,07/13/2016,6:25:52 PM,07/13/2016,7:31:27 PM,Wednesday,18,Evening,Full_Filled,Availaible
3573,City,0,No Cars Available,07/13/2016,6:29:41 PM,NA,NA,Wednesday,18,Evening,Not Availaible,No Car Availaible
3574,Airport,0,No Cars Available,07/13/2016,6:22:50 PM,NA,NA,Wednesday,18,Evening,Not Availaible,No Car Availaible
3575,Airport,0,No Cars Available,07/13/2016,6:27:49 PM,NA,NA,Wednesday,18,Evening,Not Availaible,No Car Availaible
3576,Airport,0,No Cars Available,07/13/2016,6:23:09 PM,NA,NA,Wednesday,18,Evening,Not Availaible,No Car Availaible
3577,Airport,282,Cancelled,07/13/2016,6:24:15 PM,NA,NA,Wednesday,18,Evening,Cancelled,Availaible
3578,Airport,0,No Cars Available,07/13/2016,6:26:06 PM,NA,NA,Wednesday,18,Evening,Not Availaible,No Car Availaible
3579,Airport,0,No Cars Available,07/13/2016,6:26:30 PM,NA,NA,Wednesday,18,Evening,Not Availaible,No Car Availaible
3580,Airport,0,No Cars Available,07/13/2016,6:27:37 PM,NA,NA,Wednesday,18,Evening,Not Availaible,No Car Availaible
3581,Airport,0,No Cars Available,07/13/2016,6:32:52 PM,NA,NA,Wednesday,18,Evening,Not Availaible,No Car Availaible
3582,Airport,0,No Cars Available,07/13/2016,6:27:02 PM,NA,NA,Wednesday,18,Evening,Not Availaible,No Car Availaible
3583,Airport,70,Trip Completed,07/13/2016,6:31:39 PM,07/13/2016,7:25:24 PM,Wednesday,18,Evening,Full_Filled,Availaible
3584,Airport,124,Trip Completed,07/13/2016,6:29:44 PM,07/13/2016,7:37:38 PM,Wednesday,18,Evening,Full_Filled,Availaible
3585,City,232,Trip Completed,07/13/2016,6:29:57 PM,07/13/2016,7:33:42 PM,Wednesday,18,Evening,Full_Filled,Availaible
3586,Airport,0,No Cars Available,07/13/2016,6:32:31 PM,NA,NA,Wednesday,18,Evening,Not Availaible,No Car Availaible
3587,Airport,0,No Cars Available,07/13/2016,6:30:57 PM,NA,NA,Wednesday,18,Evening,Not Availaible,No Car Availaible
3588,Airport,0,No Cars Available,07/13/2016,6:33:48 PM,NA,NA,Wednesday,18,Evening,Not Availaible,No Car Availaible
3589,Airport,0,No Cars Available,07/13/2016,6:27:29 PM,NA,NA,Wednesday,18,Evening,Not Availaible,No Car Availaible
3590,City,25,Trip Completed,07/13/2016,6:31:29 PM,07/13/2016,7:31:56 PM,Wednesday,18,Evening,Full_Filled,Availaible
3591,Airport,0,No Cars Available,07/13/2016,6:33:52 PM,NA,NA,Wednesday,18,Evening,Not Availaible,No Car Availaible
3592,Airport,0,No Cars Available,07/13/2016,6:29:52 PM,NA,NA,Wednesday,18,Evening,Not Availaible,No Car Availaible
3593,City,53,Trip Completed,07/13/2016,6:34:16 PM,07/13/2016,7:27:55 PM,Wednesday,18,Evening,Full_Filled,Availaible
3594,City,266,Trip Completed,07/13/2016,6:31:34 PM,07/13/2016,7:39:12 PM,Wednesday,18,Evening,Full_Filled,Availaible
3595,Airport,0,No Cars Available,07/13/2016,6:35:14 PM,NA,NA,Wednesday,18,Evening,Not Availaible,No Car Availaible
3596,Airport,0,No Cars Available,07/13/2016,6:39:24 PM,NA,NA,Wednesday,18,Evening,Not Availaible,No Car Availaible
3597,Airport,0,No Cars Available,07/13/2016,6:36:43 PM,NA,NA,Wednesday,18,Evening,Not Availaible,No Car Availaible
3598,Airport,94,Trip Completed,07/13/2016,6:38:49 PM,07/13/2016,7:40:08 PM,Wednesday,18,Evening,Full_Filled,Availaible
3599,Airport,0,No Cars Available,07/13/2016,6:38:39 PM,NA,NA,Wednesday,18,Evening,Not Availaible,No Car Availaible
3600,Airport,0,No Cars Available,07/13/2016,6:45:35 PM,NA,NA,Wednesday,18,Evening,Not Availaible,No Car Availaible
3601,City,22,Trip Completed,07/13/2016,6:39:00 PM,07/13/2016,7:29:07 PM,Wednesday,18,Evening,Full_Filled,Availaible
3602,Airport,107,Trip Completed,07/13/2016,6:40:02 PM,07/13/2016,7:13:36 PM,Wednesday,18,Evening,Full_Filled,Availaible
3603,Airport,0,No Cars Available,07/13/2016,6:44:18 PM,NA,NA,Wednesday,18,Evening,Not Availaible,No Car Availaible
3604,Airport,0,No Cars Available,07/13/2016,6:43:05 PM,NA,NA,Wednesday,18,Evening,Not Availaible,No Car Availaible
3605,Airport,0,No Cars Available,07/13/2016,6:44:34 PM,NA,NA,Wednesday,18,Evening,Not Availaible,No Car Availaible
3606,Airport,0,No Cars Available,07/13/2016,6:50:47 PM,NA,NA,Wednesday,18,Evening,Not Availaible,No Car Availaible
3607,Airport,0,No Cars Available,07/13/2016,6:45:35 PM,NA,NA,Wednesday,18,Evening,Not Availaible,No Car Availaible
3608,Airport,0,No Cars Available,07/13/2016,6:47:45 PM,NA,NA,Wednesday,18,Evening,Not Availaible,No Car Availaible
3609,City,0,No Cars Available,07/13/2016,6:49:22 PM,NA,NA,Wednesday,18,Evening,Not Availaible,No Car Availaible
3610,Airport,0,No Cars Available,07/13/2016,6:49:37 PM,NA,NA,Wednesday,18,Evening,Not Availaible,No Car Availaible
3611,Airport,0,No Cars Available,07/13/2016,6:48:36 PM,NA,NA,Wednesday,18,Evening,Not Availaible,No Car Availaible
3612,Airport,0,No Cars Available,07/13/2016,6:53:46 PM,NA,NA,Wednesday,18,Evening,Not Availaible,No Car Availaible
3613,Airport,239,Trip Completed,07/13/2016,6:47:13 PM,07/13/2016,8:06:49 PM,Wednesday,18,Evening,Full_Filled,Availaible
3614,City,0,No Cars Available,07/13/2016,6:51:25 PM,NA,NA,Wednesday,18,Evening,Not Availaible,No Car Availaible
3615,City,91,Trip Completed,07/13/2016,6:56:22 PM,07/13/2016,7:43:28 PM,Wednesday,18,Evening,Full_Filled,Availaible
3616,Airport,0,No Cars Available,07/13/2016,6:49:38 PM,NA,NA,Wednesday,18,Evening,Not Availaible,No Car Availaible
3617,Airport,123,Trip Completed,07/13/2016,6:55:12 PM,07/13/2016,8:07:29 PM,Wednesday,18,Evening,Full_Filled,Availaible
3618,Airport,0,No Cars Available,07/13/2016,6:52:46 PM,NA,NA,Wednesday,18,Evening,Not Availaible,No Car Availaible
3619,Airport,0,No Cars Available,07/13/2016,6:55:46 PM,NA,NA,Wednesday,18,Evening,Not Availaible,No Car Availaible
3620,City,39,Trip Completed,07/13/2016,6:54:52 PM,07/13/2016,8:08:37 PM,Wednesday,18,Evening,Full_Filled,Availaible
3621,Airport,288,Trip Completed,07/13/2016,6:56:19 PM,07/13/2016,7:35:34 PM,Wednesday,18,Evening,Full_Filled,Availaible
3622,Airport,287,Trip Completed,07/13/2016,6:57:45 PM,07/13/2016,8:15:14 PM,Wednesday,18,Evening,Full_Filled,Availaible
3623,Airport,0,No Cars Available,07/13/2016,6:54:25 PM,NA,NA,Wednesday,18,Evening,Not Availaible,No Car Availaible
3624,Airport,144,Trip Completed,07/13/2016,6:52:46 PM,07/13/2016,7:54:37 PM,Wednesday,18,Evening,Full_Filled,Availaible
3625,Airport,177,Trip Completed,07/13/2016,6:57:23 PM,07/13/2016,8:01:21 PM,Wednesday,18,Evening,Full_Filled,Availaible
3626,Airport,0,No Cars Available,07/13/2016,7:00:29 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3627,Airport,0,No Cars Available,07/13/2016,6:57:10 PM,NA,NA,Wednesday,18,Evening,Not Availaible,No Car Availaible
3628,Airport,0,No Cars Available,07/13/2016,7:06:13 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3629,Airport,0,No Cars Available,07/13/2016,6:58:25 PM,NA,NA,Wednesday,18,Evening,Not Availaible,No Car Availaible
3630,City,112,Trip Completed,07/13/2016,6:59:56 PM,07/13/2016,7:59:30 PM,Wednesday,18,Evening,Full_Filled,Availaible
3631,City,234,Trip Completed,07/13/2016,7:02:02 PM,07/13/2016,7:58:53 PM,Wednesday,19,Evening,Full_Filled,Availaible
3632,City,221,Trip Completed,07/13/2016,7:02:41 PM,07/13/2016,8:07:02 PM,Wednesday,19,Evening,Full_Filled,Availaible
3633,City,0,No Cars Available,07/13/2016,7:00:32 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3634,City,181,Trip Completed,07/13/2016,7:00:48 PM,07/13/2016,7:54:18 PM,Wednesday,19,Evening,Full_Filled,Availaible
3635,Airport,0,No Cars Available,07/13/2016,6:58:17 PM,NA,NA,Wednesday,18,Evening,Not Availaible,No Car Availaible
3636,Airport,0,No Cars Available,07/13/2016,7:07:30 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3637,Airport,0,No Cars Available,07/13/2016,7:05:33 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3638,Airport,46,Trip Completed,07/13/2016,7:09:50 PM,07/13/2016,7:58:45 PM,Wednesday,19,Evening,Full_Filled,Availaible
3639,Airport,0,No Cars Available,07/13/2016,7:05:46 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3640,City,76,Trip Completed,07/13/2016,7:05:16 PM,07/13/2016,7:46:34 PM,Wednesday,19,Evening,Full_Filled,Availaible
3641,City,197,Trip Completed,07/13/2016,7:04:23 PM,07/13/2016,8:04:50 PM,Wednesday,19,Evening,Full_Filled,Availaible
3642,Airport,0,No Cars Available,07/13/2016,7:07:22 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3643,Airport,0,No Cars Available,07/13/2016,7:12:30 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3644,Airport,90,Trip Completed,07/13/2016,7:08:59 PM,07/13/2016,7:54:48 PM,Wednesday,19,Evening,Full_Filled,Availaible
3645,City,121,Trip Completed,07/13/2016,7:07:39 PM,07/13/2016,8:00:18 PM,Wednesday,19,Evening,Full_Filled,Availaible
3646,Airport,195,Trip Completed,07/13/2016,7:11:00 PM,07/13/2016,7:48:13 PM,Wednesday,19,Evening,Full_Filled,Availaible
3647,Airport,0,No Cars Available,07/13/2016,7:09:37 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3648,City,127,Trip Completed,07/13/2016,7:13:25 PM,07/13/2016,7:58:53 PM,Wednesday,19,Evening,Full_Filled,Availaible
3649,City,180,Trip Completed,07/13/2016,7:11:31 PM,07/13/2016,8:21:31 PM,Wednesday,19,Evening,Full_Filled,Availaible
3650,Airport,0,No Cars Available,07/13/2016,7:17:12 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3651,City,119,Trip Completed,07/13/2016,7:13:47 PM,07/13/2016,8:21:50 PM,Wednesday,19,Evening,Full_Filled,Availaible
3652,Airport,0,No Cars Available,07/13/2016,7:16:08 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3653,City,44,Trip Completed,07/13/2016,7:18:27 PM,07/13/2016,7:50:59 PM,Wednesday,19,Evening,Full_Filled,Availaible
3654,Airport,0,No Cars Available,07/13/2016,7:15:11 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3655,Airport,0,No Cars Available,07/13/2016,7:11:24 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3656,City,126,Trip Completed,07/13/2016,7:11:19 PM,07/13/2016,8:32:30 PM,Wednesday,19,Evening,Full_Filled,Availaible
3657,Airport,224,Trip Completed,07/13/2016,7:20:55 PM,07/13/2016,8:33:02 PM,Wednesday,19,Evening,Full_Filled,Availaible
3658,Airport,215,Trip Completed,07/13/2016,7:24:22 PM,07/13/2016,8:08:49 PM,Wednesday,19,Evening,Full_Filled,Availaible
3659,Airport,0,No Cars Available,07/13/2016,7:24:25 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3660,Airport,184,Trip Completed,07/13/2016,7:22:51 PM,07/13/2016,7:51:43 PM,Wednesday,19,Evening,Full_Filled,Availaible
3661,Airport,185,Cancelled,07/13/2016,7:28:43 PM,NA,NA,Wednesday,19,Evening,Cancelled,Availaible
3662,City,205,Trip Completed,07/13/2016,7:19:23 PM,07/13/2016,8:20:16 PM,Wednesday,19,Evening,Full_Filled,Availaible
3663,Airport,0,No Cars Available,07/13/2016,7:22:19 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3664,Airport,0,No Cars Available,07/13/2016,7:22:42 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3665,Airport,0,No Cars Available,07/13/2016,7:21:54 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3666,City,65,Cancelled,07/13/2016,7:25:29 PM,NA,NA,Wednesday,19,Evening,Cancelled,Availaible
3667,Airport,153,Trip Completed,07/13/2016,7:23:17 PM,07/13/2016,8:11:21 PM,Wednesday,19,Evening,Full_Filled,Availaible
3668,Airport,240,Trip Completed,07/13/2016,7:26:50 PM,07/13/2016,8:32:43 PM,Wednesday,19,Evening,Full_Filled,Availaible
3669,Airport,0,No Cars Available,07/13/2016,7:25:45 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3670,Airport,0,No Cars Available,07/13/2016,7:25:15 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3671,Airport,108,Cancelled,07/13/2016,7:28:05 PM,NA,NA,Wednesday,19,Evening,Cancelled,Availaible
3672,Airport,60,Trip Completed,07/13/2016,7:28:49 PM,07/13/2016,8:34:15 PM,Wednesday,19,Evening,Full_Filled,Availaible
3673,Airport,0,No Cars Available,07/13/2016,7:35:05 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3674,Airport,0,No Cars Available,07/13/2016,7:31:22 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3675,Airport,0,No Cars Available,07/13/2016,7:25:56 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3676,City,297,Trip Completed,07/13/2016,7:28:19 PM,07/13/2016,8:30:47 PM,Wednesday,19,Evening,Full_Filled,Availaible
3677,Airport,0,No Cars Available,07/13/2016,7:24:59 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3678,Airport,0,No Cars Available,07/13/2016,7:33:06 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3679,Airport,255,Trip Completed,07/13/2016,7:30:31 PM,07/13/2016,8:12:19 PM,Wednesday,19,Evening,Full_Filled,Availaible
3680,Airport,0,No Cars Available,07/13/2016,7:40:22 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3681,Airport,289,Trip Completed,07/13/2016,7:31:38 PM,07/13/2016,8:31:57 PM,Wednesday,19,Evening,Full_Filled,Availaible
3682,Airport,0,No Cars Available,07/13/2016,7:31:18 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3683,Airport,0,No Cars Available,07/13/2016,7:36:31 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3684,Airport,0,No Cars Available,07/13/2016,7:38:00 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3685,Airport,0,No Cars Available,07/13/2016,7:37:11 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3686,City,32,Trip Completed,07/13/2016,7:33:17 PM,07/13/2016,8:34:20 PM,Wednesday,19,Evening,Full_Filled,Availaible
3687,Airport,0,No Cars Available,07/13/2016,7:35:07 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3688,City,40,Trip Completed,07/13/2016,7:39:52 PM,07/13/2016,8:40:50 PM,Wednesday,19,Evening,Full_Filled,Availaible
3689,Airport,0,No Cars Available,07/13/2016,7:41:10 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3690,Airport,275,Trip Completed,07/13/2016,7:43:33 PM,07/13/2016,8:48:13 PM,Wednesday,19,Evening,Full_Filled,Availaible
3691,Airport,0,No Cars Available,07/13/2016,7:46:25 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3692,Airport,0,No Cars Available,07/13/2016,7:40:17 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3693,Airport,0,No Cars Available,07/13/2016,7:43:09 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3694,City,20,Trip Completed,07/13/2016,7:33:18 PM,07/13/2016,8:35:08 PM,Wednesday,19,Evening,Full_Filled,Availaible
3695,Airport,0,No Cars Available,07/13/2016,7:43:55 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3696,Airport,0,No Cars Available,07/13/2016,7:43:03 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3697,Airport,136,Cancelled,07/13/2016,7:49:17 PM,NA,NA,Wednesday,19,Evening,Cancelled,Availaible
3698,Airport,0,No Cars Available,07/13/2016,7:51:48 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3699,Airport,0,No Cars Available,07/13/2016,7:45:37 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3700,Airport,0,No Cars Available,07/13/2016,7:50:19 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3701,Airport,291,Trip Completed,07/13/2016,7:46:34 PM,07/13/2016,8:51:03 PM,Wednesday,19,Evening,Full_Filled,Availaible
3702,Airport,0,No Cars Available,07/13/2016,7:50:13 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3703,Airport,207,Trip Completed,07/13/2016,7:42:01 PM,07/13/2016,8:50:38 PM,Wednesday,19,Evening,Full_Filled,Availaible
3704,Airport,263,Cancelled,07/13/2016,7:47:49 PM,NA,NA,Wednesday,19,Evening,Cancelled,Availaible
3705,Airport,0,No Cars Available,07/13/2016,7:47:38 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3706,Airport,0,No Cars Available,07/13/2016,7:49:04 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3707,Airport,0,No Cars Available,07/13/2016,7:48:26 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3708,Airport,0,No Cars Available,07/13/2016,7:45:28 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3709,Airport,0,No Cars Available,07/13/2016,7:44:05 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3710,Airport,0,No Cars Available,07/13/2016,7:51:59 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3711,Airport,165,Trip Completed,07/13/2016,7:47:14 PM,07/13/2016,8:46:01 PM,Wednesday,19,Evening,Full_Filled,Availaible
3712,Airport,0,No Cars Available,07/13/2016,7:51:31 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3713,Airport,0,No Cars Available,07/13/2016,7:59:36 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3714,Airport,0,No Cars Available,07/13/2016,7:53:41 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3715,Airport,0,No Cars Available,07/13/2016,7:59:20 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3716,Airport,0,No Cars Available,07/13/2016,8:01:01 PM,NA,NA,Wednesday,20,Evening,Not Availaible,No Car Availaible
3717,Airport,0,No Cars Available,07/13/2016,7:58:45 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3718,Airport,28,Trip Completed,07/13/2016,7:56:19 PM,07/13/2016,8:47:17 PM,Wednesday,19,Evening,Full_Filled,Availaible
3719,Airport,0,No Cars Available,07/13/2016,7:58:25 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3720,Airport,0,No Cars Available,07/13/2016,7:55:50 PM,NA,NA,Wednesday,19,Evening,Not Availaible,No Car Availaible
3721,Airport,0,No Cars Available,07/13/2016,8:04:47 PM,NA,NA,Wednesday,20,Evening,Not Availaible,No Car Availaible
3722,Airport,4,Trip Completed,07/13/2016,7:57:59 PM,07/13/2016,8:32:03 PM,Wednesday,19,Evening,Full_Filled,Availaible
3723,Airport,103,Trip Completed,07/13/2016,8:03:45 PM,07/13/2016,8:57:08 PM,Wednesday,20,Evening,Full_Filled,Availaible
3724,Airport,0,No Cars Available,07/13/2016,8:04:43 PM,NA,NA,Wednesday,20,Evening,Not Availaible,No Car Availaible
3725,City,274,Trip Completed,07/13/2016,8:00:57 PM,07/13/2016,9:13:36 PM,Wednesday,20,Evening,Full_Filled,Availaible
3726,Airport,0,No Cars Available,07/13/2016,8:04:40 PM,NA,NA,Wednesday,20,Evening,Not Availaible,No Car Availaible
3727,Airport,53,Cancelled,07/13/2016,8:05:22 PM,NA,NA,Wednesday,20,Evening,Cancelled,Availaible
3728,Airport,84,Trip Completed,07/13/2016,8:03:06 PM,07/13/2016,9:16:49 PM,Wednesday,20,Evening,Full_Filled,Availaible
3729,Airport,0,No Cars Available,07/13/2016,8:05:15 PM,NA,NA,Wednesday,20,Evening,Not Availaible,No Car Availaible
3730,Airport,0,No Cars Available,07/13/2016,8:11:01 PM,NA,NA,Wednesday,20,Evening,Not Availaible,No Car Availaible
3731,Airport,0,No Cars Available,07/13/2016,8:06:17 PM,NA,NA,Wednesday,20,Evening,Not Availaible,No Car Availaible
3733,Airport,0,No Cars Available,07/13/2016,8:10:18 PM,NA,NA,Wednesday,20,Evening,Not Availaible,No Car Availaible
3734,Airport,0,No Cars Available,07/13/2016,8:12:36 PM,NA,NA,Wednesday,20,Evening,Not Availaible,No Car Availaible
3735,Airport,0,No Cars Available,07/13/2016,8:11:28 PM,NA,NA,Wednesday,20,Evening,Not Availaible,No Car Availaible
3736,Airport,0,No Cars Available,07/13/2016,8:20:27 PM,NA,NA,Wednesday,20,Evening,Not Availaible,No Car Availaible
3737,Airport,0,No Cars Available,07/13/2016,8:19:40 PM,NA,NA,Wednesday,20,Evening,Not Availaible,No Car Availaible
3738,Airport,30,Trip Completed,07/13/2016,8:15:54 PM,07/13/2016,8:55:00 PM,Wednesday,20,Evening,Full_Filled,Availaible
3739,Airport,52,Trip Completed,07/13/2016,8:21:37 PM,07/13/2016,9:06:28 PM,Wednesday,20,Evening,Full_Filled,Availaible
3740,Airport,69,Trip Completed,07/13/2016,8:22:06 PM,07/13/2016,8:55:56 PM,Wednesday,20,Evening,Full_Filled,Availaible
3741,Airport,168,Trip Completed,07/13/2016,8:14:21 PM,07/13/2016,9:21:34 PM,Wednesday,20,Evening,Full_Filled,Availaible
3742,Airport,27,Trip Completed,07/13/2016,8:24:23 PM,07/13/2016,8:48:05 PM,Wednesday,20,Evening,Full_Filled,Availaible
3743,Airport,171,Trip Completed,07/13/2016,8:19:49 PM,07/13/2016,9:10:17 PM,Wednesday,20,Evening,Full_Filled,Availaible
3744,Airport,21,Trip Completed,07/13/2016,8:28:11 PM,07/13/2016,9:22:42 PM,Wednesday,20,Evening,Full_Filled,Availaible
3745,Airport,180,Cancelled,07/13/2016,8:27:15 PM,NA,NA,Wednesday,20,Evening,Cancelled,Availaible
3746,Airport,0,No Cars Available,07/13/2016,8:22:32 PM,NA,NA,Wednesday,20,Evening,Not Availaible,No Car Availaible
3747,Airport,0,No Cars Available,07/13/2016,8:25:38 PM,NA,NA,Wednesday,20,Evening,Not Availaible,No Car Availaible
3748,City,293,Trip Completed,07/13/2016,8:23:32 PM,07/13/2016,9:26:11 PM,Wednesday,20,Evening,Full_Filled,Availaible
3749,Airport,0,No Cars Available,07/13/2016,8:32:46 PM,NA,NA,Wednesday,20,Evening,Not Availaible,No Car Availaible
3750,Airport,0,No Cars Available,07/13/2016,8:30:47 PM,NA,NA,Wednesday,20,Evening,Not Availaible,No Car Availaible
3751,Airport,0,No Cars Available,07/13/2016,8:29:43 PM,NA,NA,Wednesday,20,Evening,Not Availaible,No Car Availaible
3752,Airport,0,No Cars Available,07/13/2016,8:31:09 PM,NA,NA,Wednesday,20,Evening,Not Availaible,No Car Availaible
3753,City,29,Trip Completed,07/13/2016,8:30:07 PM,07/13/2016,9:42:31 PM,Wednesday,20,Evening,Full_Filled,Availaible
3754,Airport,0,No Cars Available,07/13/2016,8:32:19 PM,NA,NA,Wednesday,20,Evening,Not Availaible,No Car Availaible
3755,Airport,264,Trip Completed,07/13/2016,8:33:45 PM,07/13/2016,9:34:37 PM,Wednesday,20,Evening,Full_Filled,Availaible
3756,Airport,0,No Cars Available,07/13/2016,8:35:22 PM,NA,NA,Wednesday,20,Evening,Not Availaible,No Car Availaible
3757,Airport,0,No Cars Available,07/13/2016,8:33:07 PM,NA,NA,Wednesday,20,Evening,Not Availaible,No Car Availaible
3758,City,97,Trip Completed,07/13/2016,8:37:55 PM,07/13/2016,9:16:22 PM,Wednesday,20,Evening,Full_Filled,Availaible
3759,City,285,Cancelled,07/13/2016,8:34:31 PM,NA,NA,Wednesday,20,Evening,Cancelled,Availaible
3760,Airport,0,No Cars Available,07/13/2016,8:40:53 PM,NA,NA,Wednesday,20,Evening,Not Availaible,No Car Availaible
